CASE_SEQUENCE,WARD,CREATION_MONTH,N_POTHOLES_FILLED_ON_BLOCK,N_DAYS_FOR_COMPLETION,LATITUDE,LONGITUDE
3756,25,1,20,0,41.85272163,-87.64817434
3757,17,1,20,0,41.75046099,-87.64874293
3758,33,1,4,0,41.938647334,-87.6953494
3759,17,1,21,0,41.750640976,-87.65138036
3760,50,1,8,0,41.995309899,-87.68995109
3761,42,1,28,0,41.8894184,-87.61427019
3762,40,1,14,0,41.987413389,-87.68942164
3763,41,1,4,0,41.968406383,-87.80260113
3764,42,1,41,0,41.879589593,-87.617082
3765,45,1,3,0,41.968548894,-87.78581643
3766,38,1,5,0,41.9683861,-87.78125471
3767,38,1,4,0,41.968416178,-87.77879733
3768,45,1,20,0,41.968651682,-87.77748155
3769,45,1,15,0,41.968548963,-87.76960553
3770,46,1,1,0,41.95957774,-87.64999574
3771,50,1,20,0,42.019134496,-87.70345194
3772,36,1,6,0,41.923919789,-87.76207425
3773,50,1,5,0,42.0020849,-87.69961427
3774,50,1,6,0,42.004896353,-87.69997666
3775,42,1,19,0,41.88326589,-87.61626953
3776,42,1,26,0,41.885477129,-87.6137567
3777,42,1,16,0,41.887045005,-87.61398645
3778,48,1,4,0,41.976707192,-87.65044158
3779,6,1,3,0,41.768511559,-87.65912315
3780,6,1,29,0,41.768867607,-87.64984209
3781,42,1,21,0,41.88326589,-87.61626953
3782,48,1,17,0,41.976330126,-87.65216776
3783,25,1,52,0,41.852564852,-87.65878715
3784,25,1,48,0,41.852526166,-87.66129006
3785,25,1,30,0,41.852335311,-87.66619403
3786,11,1,10,0,41.838030794,-87.64034126
3787,11,1,20,0,41.834366963,-87.64147035
3788,11,1,9,0,41.83246061,-87.64142004
3789,11,1,16,0,41.863525141,-87.64695667
3790,11,1,13,0,41.848228546,-87.64167047
3791,30,1,8,0,41.940846334,-87.7269516
3792,39,1,3,0,41.957389412,-87.72787272
3793,39,1,18,0,41.957351534,-87.73110554
3794,14,1,21,0,41.807992933,-87.72364912
3795,14,1,2,0,41.808085352,-87.71539544
3796,29,1,3,0,41.923837628,-87.80588838
3797,39,1,16,0,41.955527766,-87.73104641
3798,29,1,4,0,41.923790924,-87.80558466
3799,36,1,6,0,41.923448127,-87.80025134
3800,29,1,4,0,41.923790924,-87.80558466
3801,44,1,3,0,41.945373313,-87.66867325
3802,39,1,2,0,41.968351285,-87.72809167
3803,29,1,4,0,41.923663065,-87.80083021
3804,33,1,1,0,41.97033238,-87.71344597
3805,44,1,10,0,41.948216207,-87.66874653
3806,47,1,3,0,41.951809689,-87.66883993
3807,42,1,18,0,41.879583457,-87.61760712
3808,39,1,11,0,41.953756874,-87.72769851
3809,47,1,7,0,41.953514294,-87.68859944
3810,32,1,10,0,41.939364444,-87.68639764
3811,33,1,5,0,41.970356094,-87.711034
3812,32,1,6,0,41.939425392,-87.68149964
3813,32,1,10,0,41.939448551,-87.67952757
3814,43,1,1,0,41.932527071,-87.65392109
3815,32,1,6,0,41.939535013,-87.67251929
3816,33,1,4,0,41.968584755,-87.70609493
3817,47,1,3,0,41.951975925,-87.66913786
3818,29,1,3,0,41.923737818,-87.79153149
3819,43,1,14,0,41.932562601,-87.65182787
3820,47,1,9,0,41.946840491,-87.66900182
3821,44,1,1,0,41.936640931,-87.63958286
3822,45,1,10,0,41.973684864,-87.77807366
3823,33,1,6,0,41.953851928,-87.70074345
3824,38,1,12,0,41.956443798,-87.77674443
3825,33,1,45,0,41.954076633,-87.69960374
3826,38,1,8,0,41.959074605,-87.77682951
3827,47,1,1,0,41.955938889,-87.69149653
3828,22,1,1,0,41.839217472,-87.72426659
3829,38,1,4,0,41.95998024,-87.77686099
3830,22,1,3,0,41.844168369,-87.72440057
3831,22,1,2,0,41.848795998,-87.72483247
3832,38,1,4,0,41.961507183,-87.77691232
3833,22,1,3,0,41.851314368,-87.72489854
3834,45,1,6,0,41.968741435,-87.77812435
3835,22,1,1,0,41.849995367,-87.72486435
3836,22,1,4,0,41.846947499,-87.72478198
3837,28,1,2,0,41.877129331,-87.72569429
3838,45,1,5,0,41.9708228,-87.7781301
3839,22,1,3,0,41.844571519,-87.72471651
3840,45,1,5,0,41.973684864,-87.77807366
3841,22,1,3,0,41.836806558,-87.72242448
3842,22,1,3,0,41.836846725,-87.72007508
3843,22,1,1,0,41.836874022,-87.7186427
3844,22,1,1,0,41.836881952,-87.71818394
3845,22,1,2,0,41.836953315,-87.71419105
3846,22,1,1,0,41.837034502,-87.70977142
3847,22,1,4,0,41.837025963,-87.71023916
3848,22,1,1,0,41.837042751,-87.70926363
3849,22,1,3,0,41.837083956,-87.70666735
3850,22,1,5,0,41.837122531,-87.7169732
3851,12,1,1,0,41.837384184,-87.70252101
3852,22,1,1,0,41.837039699,-87.72159918
3853,22,1,3,0,41.84805412,-87.72245444
3854,22,1,17,0,41.849486011,-87.72234498
3855,22,1,6,0,41.848097621,-87.71937857
3856,22,1,31,0,41.848118031,-87.71690893
3857,22,1,27,0,41.851545503,-87.71081698
3858,22,1,15,0,41.850490662,-87.70994141
3859,22,1,30,0,41.84961073,-87.71972159
3860,22,1,35,0,41.84961073,-87.71972159
3861,22,1,1,0,41.845995515,-87.7162005
3862,11,1,18,0,41.841803836,-87.65476582
3863,22,1,9,0,41.847269905,-87.71472506
3864,11,1,2,0,41.842414095,-87.65430547
3865,22,1,1,0,41.844417365,-87.7203778
3866,22,1,9,0,41.846049209,-87.72108421
3867,11,1,2,0,41.842460352,-87.6543445
3868,11,1,3,0,41.84269151,-87.65453914
3869,11,1,4,0,41.842784194,-87.65461684
3870,12,1,6,0,41.827337658,-87.70105598
3871,12,1,11,0,41.821003113,-87.69692153
3872,16,1,49,0,41.77247821,-87.65194442
3873,6,1,41,0,41.7725135,-87.64951823
3874,6,1,51,0,41.772548423,-87.6470877
3875,6,1,15,0,41.774248116,-87.64478977
3876,17,1,31,0,41.77406045,-87.65449868
3877,17,1,11,0,41.778947471,-87.70298983
3878,17,1,4,0,41.76865524,-87.66430443
3879,41,1,27,0,41.984218484,-87.78864426
3880,41,1,8,0,41.986029904,-87.7896605
3881,42,1,12,0,41.885809444,-87.64138545
3882,25,1,3,0,41.872046267,-87.64102471
3883,4,1,6,0,41.819597904,-87.61192529
3884,25,1,8,0,41.869699394,-87.64094652
3885,11,1,8,0,41.866844256,-87.64086009
3886,11,1,10,0,41.871850375,-87.64716647
3887,11,1,2,0,41.87340938,-87.647234
3888,11,1,3,0,41.820455962,-87.64147833
3889,27,1,4,0,41.885832062,-87.6476263
3890,1,1,2,0,41.890921839,-87.66196539
3891,3,1,2,0,41.818275531,-87.63517671
3892,26,1,6,0,41.890711645,-87.67702681
3893,1,1,9,0,41.90612806,-87.67719765
3894,3,1,11,0,41.818275531,-87.63517671
3895,3,1,23,0,41.813089347,-87.61876017
3896,3,1,33,0,41.811079488,-87.61834742
3897,3,1,5,0,41.812918069,-87.61552678
3898,3,1,20,0,41.812861228,-87.61005293
3899,3,1,5,0,41.812466409,-87.61004373
3900,3,1,6,0,41.81069024,-87.61804283
3901,47,1,20,0,41.959539276,-87.6884838
3902,47,1,15,0,41.963228658,-87.68859207
3903,47,1,6,0,41.964092304,-87.68861825
3904,47,1,2,0,41.964914282,-87.68864588
3905,47,1,2,0,41.965566711,-87.68866217
3906,47,1,15,0,41.965791672,-87.68867077
3907,47,1,20,0,41.966853718,-87.68870433
3908,47,1,15,0,41.968246941,-87.68874927
